Estado,Causa,Genero,year,Casos
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,11
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,20
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,8
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Guerrero,Disparo de arma de fuego,Hombres,2015,2
Guerrero,Disparo de arma de fuego,Mujeres,2015,2
Guerrero,Disparo de arma de fuego,No especificado,2015,0
Guerrero,Disparo de arma de fuego,Hombres,2016,6
Guerrero,Disparo de arma de fuego,Mujeres,2016,0
Guerrero,Disparo de arma de fuego,No especificado,2016,0
Guerrero,Disparo de arma de fuego,Hombres,2017,7
Guerrero,Disparo de arma de fuego,Mujeres,2017,2
Guerrero,Disparo de arma de fuego,No especificado,2017,0
Guerrero,Disparo de arma de fuego,Hombres,2018,8
Guerrero,Disparo de arma de fuego,Mujeres,2018,1
Guerrero,Disparo de arma de fuego,No especificado,2018,0
Guerrero,Disparo de arma de fuego,Hombres,2019,8
Guerrero,Disparo de arma de fuego,Mujeres,2019,0
Guerrero,Disparo de arma de fuego,No especificado,2019,0
Guerrero,Disparo de arma de fuego,Hombres,2020,6
Guerrero,Disparo de arma de fuego,Mujeres,2020,0
Guerrero,Disparo de arma de fuego,No especificado,2020,0
Guerrero,Envenenamiento,Hombres,2015,11
Guerrero,Envenenamiento,Mujeres,2015,16
Guerrero,Envenenamiento,No especificado,2015,0
Guerrero,Envenenamiento,Hombres,2016,9
Guerrero,Envenenamiento,Mujeres,2016,22
Guerrero,Envenenamiento,No especificado,2016,0
Guerrero,Envenenamiento,Hombres,2017,16
Guerrero,Envenenamiento,Mujeres,2017,10
Guerrero,Envenenamiento,No especificado,2017,0
Guerrero,Envenenamiento,Hombres,2018,14
Guerrero,Envenenamiento,Mujeres,2018,13
Guerrero,Envenenamiento,No especificado,2018,0
Guerrero,Envenenamiento,Hombres,2019,17
Guerrero,Envenenamiento,Mujeres,2019,8
Guerrero,Envenenamiento,No especificado,2019,0
Guerrero,Envenenamiento,Hombres,2020,4
Guerrero,Envenenamiento,Mujeres,2020,8
Guerrero,Envenenamiento,No especificado,2020,0
Guerrero,Otras causas,Hombres,2015,1
Guerrero,Otras causas,Mujeres,2015,3
Guerrero,Otras causas,No especificado,2015,0
Guerrero,Otras causas,Hombres,2016,4
Guerrero,Otras causas,Mujeres,2016,0
Guerrero,Otras causas,No especificado,2016,0
Guerrero,Otras causas,Hombres,2017,2
Guerrero,Otras causas,Mujeres,2017,0
Guerrero,Otras causas,No especificado,2017,0
Guerrero,Otras causas,Hombres,2018,1
Guerrero,Otras causas,Mujeres,2018,1
Guerrero,Otras causas,No especificado,2018,0
Guerrero,Otras causas,Hombres,2019,2
Guerrero,Otras causas,Mujeres,2019,1
Guerrero,Otras causas,No especificado,2019,0
Guerrero,Otras causas,Hombres,2020,1
Guerrero,Otras causas,Mujeres,2020,0
Guerrero,Otras causas,No especificado,2020,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,67
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,28
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,66
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,20
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,71
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,22
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,67
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,22
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,76
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,20
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,84
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,26
Hidalgo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Hidalgo,Disparo de arma de fuego,Hombres,2015,12
Hidalgo,Disparo de arma de fuego,Mujeres,2015,2
Hidalgo,Disparo de arma de fuego,No especificado,2015,0
Hidalgo,Disparo de arma de fuego,Hombres,2016,9
Hidalgo,Disparo de arma de fuego,Mujeres,2016,2
Hidalgo,Disparo de arma de fuego,No especificado,2016,0
Hidalgo,Disparo de arma de fuego,Hombres,2017,13
Hidalgo,Disparo de arma de fuego,Mujeres,2017,1
Hidalgo,Disparo de arma de fuego,No especificado,2017,0
Hidalgo,Disparo de arma de fuego,Hombres,2018,13
Hidalgo,Disparo de arma de fuego,Mujeres,2018,1
Hidalgo,Disparo de arma de fuego,No especificado,2018,0
Hidalgo,Disparo de arma de fuego,Hombres,2019,12
Hidalgo,Disparo de arma de fuego,Mujeres,2019,1
Hidalgo,Disparo de arma de fuego,No especificado,2019,0
Hidalgo,Disparo de arma de fuego,Hombres,2020,8
Hidalgo,Disparo de arma de fuego,Mujeres,2020,2
Hidalgo,Disparo de arma de fuego,No especificado,2020,0
Hidalgo,Envenenamiento,Hombres,2015,0
Hidalgo,Envenenamiento,Mujeres,2015,6
Hidalgo,Envenenamiento,No especificado,2015,0
Hidalgo,Envenenamiento,Hombres,2016,7
Hidalgo,Envenenamiento,Mujeres,2016,5
Hidalgo,Envenenamiento,No especificado,2016,0
Hidalgo,Envenenamiento,Hombres,2017,4
Hidalgo,Envenenamiento,Mujeres,2017,0
Hidalgo,Envenenamiento,No especificado,2017,0
Hidalgo,Envenenamiento,Hombres,2018,4
Hidalgo,Envenenamiento,Mujeres,2018,1
Hidalgo,Envenenamiento,No especificado,2018,0
Hidalgo,Envenenamiento,Hombres,2019,1
Hidalgo,Envenenamiento,Mujeres,2019,4
Hidalgo,Envenenamiento,No especificado,2019,0
Hidalgo,Envenenamiento,Hombres,2020,2
Hidalgo,Envenenamiento,Mujeres,2020,5
Hidalgo,Envenenamiento,No especificado,2020,0
Hidalgo,Otras causas,Hombres,2015,2
Hidalgo,Otras causas,Mujeres,2015,0
Hidalgo,Otras causas,No especificado,2015,0
Hidalgo,Otras causas,Hombres,2016,4
Hidalgo,Otras causas,Mujeres,2016,0
Hidalgo,Otras causas,No especificado,2016,0
Hidalgo,Otras causas,Hombres,2017,2
Hidalgo,Otras causas,Mujeres,2017,3
Hidalgo,Otras causas,No especificado,2017,0
Hidalgo,Otras causas,Hombres,2018,0
Hidalgo,Otras causas,Mujeres,2018,1
Hidalgo,Otras causas,No especificado,2018,0
Hidalgo,Otras causas,Hombres,2019,3
Hidalgo,Otras causas,Mujeres,2019,0
Hidalgo,Otras causas,No especificado,2019,0
Hidalgo,Otras causas,Hombres,2020,4
Hidalgo,Otras causas,Mujeres,2020,1
Hidalgo,Otras causas,No especificado,2020,0
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,312
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,64
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,350
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,78
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,400
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,81
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,1
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,385
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,81
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,403
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,64
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,433
Jalisco,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,72
Jalisco,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Jalisco,Disparo de arma de fuego,Hombres,2015,50
Jalisco,Disparo de arma de fuego,Mujeres,2015,7
Jalisco,Disparo de arma de fuego,No especificado,2015,0
Jalisco,Disparo de arma de fuego,Hombres,2016,51
Jalisco,Disparo de arma de fuego,Mujeres,2016,2
Jalisco,Disparo de arma de fuego,No especificado,2016,0
Jalisco,Disparo de arma de fuego,Hombres,2017,54
Jalisco,Disparo de arma de fuego,Mujeres,2017,6
Jalisco,Disparo de arma de fuego,No especificado,2017,0
Jalisco,Disparo de arma de fuego,Hombres,2018,53
Jalisco,Disparo de arma de fuego,Mujeres,2018,6
Jalisco,Disparo de arma de fuego,No especificado,2018,0
Jalisco,Disparo de arma de fuego,Hombres,2019,41
Jalisco,Disparo de arma de fuego,Mujeres,2019,4
Jalisco,Disparo de arma de fuego,No especificado,2019,0
Jalisco,Disparo de arma de fuego,Hombres,2020,51
Jalisco,Disparo de arma de fuego,Mujeres,2020,3
Jalisco,Disparo de arma de fuego,No especificado,2020,0
Jalisco,Envenenamiento,Hombres,2015,36
Jalisco,Envenenamiento,Mujeres,2015,35
Jalisco,Envenenamiento,No especificado,2015,0
Jalisco,Envenenamiento,Hombres,2016,55
Jalisco,Envenenamiento,Mujeres,2016,36
Jalisco,Envenenamiento,No especificado,2016,0
Jalisco,Envenenamiento,Hombres,2017,46
Jalisco,Envenenamiento,Mujeres,2017,41
Jalisco,Envenenamiento,No especificado,2017,0
Jalisco,Envenenamiento,Hombres,2018,33
Jalisco,Envenenamiento,Mujeres,2018,28
Jalisco,Envenenamiento,No especificado,2018,0
Jalisco,Envenenamiento,Hombres,2019,34
Jalisco,Envenenamiento,Mujeres,2019,28
Jalisco,Envenenamiento,No especificado,2019,0
Jalisco,Envenenamiento,Hombres,2020,43
Jalisco,Envenenamiento,Mujeres,2020,20
Jalisco,Envenenamiento,No especificado,2020,0
Jalisco,Otras causas,Hombres,2015,18
Jalisco,Otras causas,Mujeres,2015,5
Jalisco,Otras causas,No especificado,2015,0
Jalisco,Otras causas,Hombres,2016,20
Jalisco,Otras causas,Mujeres,2016,5
Jalisco,Otras causas,No especificado,2016,0
Jalisco,Otras causas,Hombres,2017,24
Jalisco,Otras causas,Mujeres,2017,5
Jalisco,Otras causas,No especificado,2017,0
Jalisco,Otras causas,Hombres,2018,33
Jalisco,Otras causas,Mujeres,2018,11
Jalisco,Otras causas,No especificado,2018,0
Jalisco,Otras causas,Hombres,2019,24
Jalisco,Otras causas,Mujeres,2019,7
Jalisco,Otras causas,No especificado,2019,0
Jalisco,Otras causas,Hombres,2020,28
Jalisco,Otras causas,Mujeres,2020,5
Jalisco,Otras causas,No especificado,2020,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,434
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,126
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,385
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,105
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,366
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,112
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,376
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,114
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,493
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,146
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
México,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,561
México,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,161
México,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
México,Disparo de arma de fuego,Hombres,2015,36
México,Disparo de arma de fuego,Mujeres,2015,4
México,Disparo de arma de fuego,No especificado,2015,0
México,Disparo de arma de fuego,Hombres,2016,33
México,Disparo de arma de fuego,Mujeres,2016,3
México,Disparo de arma de fuego,No especificado,2016,0
México,Disparo de arma de fuego,Hombres,2017,30
México,Disparo de arma de fuego,Mujeres,2017,6
México,Disparo de arma de fuego,No especificado,2017,0
México,Disparo de arma de fuego,Hombres,2018,32
México,Disparo de arma de fuego,Mujeres,2018,1
México,Disparo de arma de fuego,No especificado,2018,0
México,Disparo de arma de fuego,Hombres,2019,32
México,Disparo de arma de fuego,Mujeres,2019,6
México,Disparo de arma de fuego,No especificado,2019,0
México,Disparo de arma de fuego,Hombres,2020,40
México,Disparo de arma de fuego,Mujeres,2020,4
México,Disparo de arma de fuego,No especificado,2020,0
México,Envenenamiento,Hombres,2015,25
México,Envenenamiento,Mujeres,2015,24
México,Envenenamiento,No especificado,2015,0
México,Envenenamiento,Hombres,2016,25
México,Envenenamiento,Mujeres,2016,19
México,Envenenamiento,No especificado,2016,0
México,Envenenamiento,Hombres,2017,20
México,Envenenamiento,Mujeres,2017,20
México,Envenenamiento,No especificado,2017,0
México,Envenenamiento,Hombres,2018,22
México,Envenenamiento,Mujeres,2018,19
México,Envenenamiento,No especificado,2018,0
México,Envenenamiento,Hombres,2019,15
México,Envenenamiento,Mujeres,2019,9
México,Envenenamiento,No especificado,2019,0
México,Envenenamiento,Hombres,2020,17
México,Envenenamiento,Mujeres,2020,15
México,Envenenamiento,No especificado,2020,0
México,Otras causas,Hombres,2015,12
México,Otras causas,Mujeres,2015,6
México,Otras causas,No especificado,2015,0
México,Otras causas,Hombres,2016,7
México,Otras causas,Mujeres,2016,2
México,Otras causas,No especificado,2016,0
México,Otras causas,Hombres,2017,12
México,Otras causas,Mujeres,2017,4
México,Otras causas,No especificado,2017,0
México,Otras causas,Hombres,2018,12
México,Otras causas,Mujeres,2018,8
México,Otras causas,No especificado,2018,0
México,Otras causas,Hombres,2019,13
México,Otras causas,Mujeres,2019,1
México,Otras causas,No especificado,2019,0
México,Otras causas,Hombres,2020,30
México,Otras causas,Mujeres,2020,4
México,Otras causas,No especificado,2020,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,94
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,15
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,122
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,23
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,117
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,24
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,156
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,31
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,211
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,46
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,248
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,55
Michoacán de Ocampo,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2015,27
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2015,3
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2015,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2016,12
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2016,2
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2016,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2017,20
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2017,3
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2017,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2018,31
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2018,1
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2018,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2019,34
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2019,5
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2019,0
Michoacán de Ocampo,Disparo de arma de fuego,Hombres,2020,33
Michoacán de Ocampo,Disparo de arma de fuego,Mujeres,2020,2
Michoacán de Ocampo,Disparo de arma de fuego,No especificado,2020,0
Michoacán de Ocampo,Envenenamiento,Hombres,2015,14
Michoacán de Ocampo,Envenenamiento,Mujeres,2015,13
Michoacán de Ocampo,Envenenamiento,No especificado,2015,0
Michoacán de Ocampo,Envenenamiento,Hombres,2016,10
Michoacán de Ocampo,Envenenamiento,Mujeres,2016,6
Michoacán de Ocampo,Envenenamiento,No especificado,2016,0
Michoacán de Ocampo,Envenenamiento,Hombres,2017,15
Michoacán de Ocampo,Envenenamiento,Mujeres,2017,14
Michoacán de Ocampo,Envenenamiento,No especificado,2017,0
Michoacán de Ocampo,Envenenamiento,Hombres,2018,13
Michoacán de Ocampo,Envenenamiento,Mujeres,2018,7
Michoacán de Ocampo,Envenenamiento,No especificado,2018,0
Michoacán de Ocampo,Envenenamiento,Hombres,2019,13
Michoacán de Ocampo,Envenenamiento,Mujeres,2019,16
Michoacán de Ocampo,Envenenamiento,No especificado,2019,0
Michoacán de Ocampo,Envenenamiento,Hombres,2020,17
Michoacán de Ocampo,Envenenamiento,Mujeres,2020,10
Michoacán de Ocampo,Envenenamiento,No especificado,2020,0
Michoacán de Ocampo,Otras causas,Hombres,2015,3
Michoacán de Ocampo,Otras causas,Mujeres,2015,0
Michoacán de Ocampo,Otras causas,No especificado,2015,0
Michoacán de Ocampo,Otras causas,Hombres,2016,5
Michoacán de Ocampo,Otras causas,Mujeres,2016,2
Michoacán de Ocampo,Otras causas,No especificado,2016,0
Michoacán de Ocampo,Otras causas,Hombres,2017,10
Michoacán de Ocampo,Otras causas,Mujeres,2017,3
Michoacán de Ocampo,Otras causas,No especificado,2017,0
Michoacán de Ocampo,Otras causas,Hombres,2018,5
Michoacán de Ocampo,Otras causas,Mujeres,2018,1
Michoacán de Ocampo,Otras causas,No especificado,2018,0
Michoacán de Ocampo,Otras causas,Hombres,2019,9
Michoacán de Ocampo,Otras causas,Mujeres,2019,0
Michoacán de Ocampo,Otras causas,No especificado,2019,0
Michoacán de Ocampo,Otras causas,Hombres,2020,8
Michoacán de Ocampo,Otras causas,Mujeres,2020,2
Michoacán de Ocampo,Otras causas,No especificado,2020,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,22
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,2
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,58
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,12
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,46
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,6
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,56
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,14
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,64
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,9
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Morelos,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,77
Morelos,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,14
Morelos,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Morelos,Disparo de arma de fuego,Hombres,2015,4
Morelos,Disparo de arma de fuego,Mujeres,2015,2
Morelos,Disparo de arma de fuego,No especificado,2015,0
Morelos,Disparo de arma de fuego,Hombres,2016,6
Morelos,Disparo de arma de fuego,Mujeres,2016,0
Morelos,Disparo de arma de fuego,No especificado,2016,0
Morelos,Disparo de arma de fuego,Hombres,2017,6
Morelos,Disparo de arma de fuego,Mujeres,2017,0
Morelos,Disparo de arma de fuego,No especificado,2017,0
Morelos,Disparo de arma de fuego,Hombres,2018,5
Morelos,Disparo de arma de fuego,Mujeres,2018,0
Morelos,Disparo de arma de fuego,No especificado,2018,0
Morelos,Disparo de arma de fuego,Hombres,2019,4
Morelos,Disparo de arma de fuego,Mujeres,2019,0
Morelos,Disparo de arma de fuego,No especificado,2019,0
Morelos,Disparo de arma de fuego,Hombres,2020,4
Morelos,Disparo de arma de fuego,Mujeres,2020,0
Morelos,Disparo de arma de fuego,No especificado,2020,0
Morelos,Envenenamiento,Hombres,2015,3
Morelos,Envenenamiento,Mujeres,2015,3
Morelos,Envenenamiento,No especificado,2015,0
Morelos,Envenenamiento,Hombres,2016,4
Morelos,Envenenamiento,Mujeres,2016,3
Morelos,Envenenamiento,No especificado,2016,0
Morelos,Envenenamiento,Hombres,2017,9
Morelos,Envenenamiento,Mujeres,2017,4
Morelos,Envenenamiento,No especificado,2017,0
Morelos,Envenenamiento,Hombres,2018,4
Morelos,Envenenamiento,Mujeres,2018,2
Morelos,Envenenamiento,No especificado,2018,0
Morelos,Envenenamiento,Hombres,2019,7
Morelos,Envenenamiento,Mujeres,2019,5
Morelos,Envenenamiento,No especificado,2019,0
Morelos,Envenenamiento,Hombres,2020,6
Morelos,Envenenamiento,Mujeres,2020,2
Morelos,Envenenamiento,No especificado,2020,0
Morelos,Otras causas,Hombres,2015,3
Morelos,Otras causas,Mujeres,2015,2
Morelos,Otras causas,No especificado,2015,3
Morelos,Otras causas,Hombres,2016,2
Morelos,Otras causas,Mujeres,2016,2
Morelos,Otras causas,No especificado,2016,0
Morelos,Otras causas,Hombres,2017,0
Morelos,Otras causas,Mujeres,2017,0
Morelos,Otras causas,No especificado,2017,0
Morelos,Otras causas,Hombres,2018,6
Morelos,Otras causas,Mujeres,2018,1
Morelos,Otras causas,No especificado,2018,0
Morelos,Otras causas,Hombres,2019,1
Morelos,Otras causas,Mujeres,2019,0
Morelos,Otras causas,No especificado,2019,0
Morelos,Otras causas,Hombres,2020,2
Morelos,Otras causas,Mujeres,2020,1
Morelos,Otras causas,No especificado,2020,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,45
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,11
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,55
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,9
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,42
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,8
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,46
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,6
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,56
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,9
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,63
Nayarit,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,14
Nayarit,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Nayarit,Disparo de arma de fuego,Hombres,2015,8
Nayarit,Disparo de arma de fuego,Mujeres,2015,0
Nayarit,Disparo de arma de fuego,No especificado,2015,0
Nayarit,Disparo de arma de fuego,Hombres,2016,3
Nayarit,Disparo de arma de fuego,Mujeres,2016,0
Nayarit,Disparo de arma de fuego,No especificado,2016,0
Nayarit,Disparo de arma de fuego,Hombres,2017,6
Nayarit,Disparo de arma de fuego,Mujeres,2017,1
Nayarit,Disparo de arma de fuego,No especificado,2017,0
Nayarit,Disparo de arma de fuego,Hombres,2018,6
Nayarit,Disparo de arma de fuego,Mujeres,2018,0
Nayarit,Disparo de arma de fuego,No especificado,2018,0
Nayarit,Disparo de arma de fuego,Hombres,2019,6
Nayarit,Disparo de arma de fuego,Mujeres,2019,0
Nayarit,Disparo de arma de fuego,No especificado,2019,0
Nayarit,Disparo de arma de fuego,Hombres,2020,6
Nayarit,Disparo de arma de fuego,Mujeres,2020,1
Nayarit,Disparo de arma de fuego,No especificado,2020,0
Nayarit,Envenenamiento,Hombres,2015,6
Nayarit,Envenenamiento,Mujeres,2015,2
Nayarit,Envenenamiento,No especificado,2015,0
Nayarit,Envenenamiento,Hombres,2016,7
Nayarit,Envenenamiento,Mujeres,2016,1
Nayarit,Envenenamiento,No especificado,2016,0
Nayarit,Envenenamiento,Hombres,2017,6
Nayarit,Envenenamiento,Mujeres,2017,8
Nayarit,Envenenamiento,No especificado,2017,0
Nayarit,Envenenamiento,Hombres,2018,1
Nayarit,Envenenamiento,Mujeres,2018,2
Nayarit,Envenenamiento,No especificado,2018,0
Nayarit,Envenenamiento,Hombres,2019,4
Nayarit,Envenenamiento,Mujeres,2019,1
Nayarit,Envenenamiento,No especificado,2019,0
Nayarit,Envenenamiento,Hombres,2020,2
Nayarit,Envenenamiento,Mujeres,2020,2
Nayarit,Envenenamiento,No especificado,2020,0
Nayarit,Otras causas,Hombres,2015,3
Nayarit,Otras causas,Mujeres,2015,0
Nayarit,Otras causas,No especificado,2015,0
Nayarit,Otras causas,Hombres,2016,4
Nayarit,Otras causas,Mujeres,2016,0
Nayarit,Otras causas,No especificado,2016,0
Nayarit,Otras causas,Hombres,2017,1
Nayarit,Otras causas,Mujeres,2017,0
Nayarit,Otras causas,No especificado,2017,0
Nayarit,Otras causas,Hombres,2018,5
Nayarit,Otras causas,Mujeres,2018,0
Nayarit,Otras causas,No especificado,2018,0
Nayarit,Otras causas,Hombres,2019,1
Nayarit,Otras causas,Mujeres,2019,0
Nayarit,Otras causas,No especificado,2019,0
Nayarit,Otras causas,Hombres,2020,3
Nayarit,Otras causas,Mujeres,2020,0
Nayarit,Otras causas,No especificado,2020,0
Nuevo León,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,180
