Estado,Causa,Genero,year,Casos
Ciudad de México,Envenenamiento,Mujeres,2017,4
Ciudad de México,Envenenamiento,No especificado,2017,0
Ciudad de México,Envenenamiento,Hombres,2018,2
Ciudad de México,Envenenamiento,Mujeres,2018,4
Ciudad de México,Envenenamiento,No especificado,2018,0
Ciudad de México,Envenenamiento,Hombres,2019,2
Ciudad de México,Envenenamiento,Mujeres,2019,1
Ciudad de México,Envenenamiento,No especificado,2019,0
Ciudad de México,Envenenamiento,Hombres,2020,5
Ciudad de México,Envenenamiento,Mujeres,2020,4
Ciudad de México,Envenenamiento,No especificado,2020,0
Ciudad de México,Otras causas,Hombres,2015,9
Ciudad de México,Otras causas,Mujeres,2015,5
Ciudad de México,Otras causas,No especificado,2015,0
Ciudad de México,Otras causas,Hombres,2016,14
Ciudad de México,Otras causas,Mujeres,2016,10
Ciudad de México,Otras causas,No especificado,2016,0
Ciudad de México,Otras causas,Hombres,2017,15
Ciudad de México,Otras causas,Mujeres,2017,5
Ciudad de México,Otras causas,No especificado,2017,0
Ciudad de México,Otras causas,Hombres,2018,12
Ciudad de México,Otras causas,Mujeres,2018,0
Ciudad de México,Otras causas,No especificado,2018,0
Ciudad de México,Otras causas,Hombres,2019,16
Ciudad de México,Otras causas,Mujeres,2019,11
Ciudad de México,Otras causas,No especificado,2019,0
Ciudad de México,Otras causas,Hombres,2020,18
Ciudad de México,Otras causas,Mujeres,2020,15
Ciudad de México,Otras causas,No especificado,2020,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,122
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,30
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,137
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,16
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,147
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,31
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,154
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,32
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,193
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,38
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,213
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,34
Coahuila de Zaragoza,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2015,11
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2015,1
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2015,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2016,13
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2016,0
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2016,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2017,9
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2017,1
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2017,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2018,9
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2018,2
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2018,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2019,15
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2019,0
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2019,0
Coahuila de Zaragoza,Disparo de arma de fuego,Hombres,2020,14
Coahuila de Zaragoza,Disparo de arma de fuego,Mujeres,2020,1
Coahuila de Zaragoza,Disparo de arma de fuego,No especificado,2020,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2015,2
Coahuila de Zaragoza,Envenenamiento,Mujeres,2015,4
Coahuila de Zaragoza,Envenenamiento,No especificado,2015,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2016,0
Coahuila de Zaragoza,Envenenamiento,Mujeres,2016,2
Coahuila de Zaragoza,Envenenamiento,No especificado,2016,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2017,4
Coahuila de Zaragoza,Envenenamiento,Mujeres,2017,2
Coahuila de Zaragoza,Envenenamiento,No especificado,2017,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2018,6
Coahuila de Zaragoza,Envenenamiento,Mujeres,2018,6
Coahuila de Zaragoza,Envenenamiento,No especificado,2018,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2019,4
Coahuila de Zaragoza,Envenenamiento,Mujeres,2019,7
Coahuila de Zaragoza,Envenenamiento,No especificado,2019,0
Coahuila de Zaragoza,Envenenamiento,Hombres,2020,4
Coahuila de Zaragoza,Envenenamiento,Mujeres,2020,3
Coahuila de Zaragoza,Envenenamiento,No especificado,2020,0
Coahuila de Zaragoza,Otras causas,Hombres,2015,9
Coahuila de Zaragoza,Otras causas,Mujeres,2015,2
Coahuila de Zaragoza,Otras causas,No especificado,2015,0
Coahuila de Zaragoza,Otras causas,Hombres,2016,1
Coahuila de Zaragoza,Otras causas,Mujeres,2016,2
Coahuila de Zaragoza,Otras causas,No especificado,2016,0
Coahuila de Zaragoza,Otras causas,Hombres,2017,5
Coahuila de Zaragoza,Otras causas,Mujeres,2017,2
Coahuila de Zaragoza,Otras causas,No especificado,2017,0
Coahuila de Zaragoza,Otras causas,Hombres,2018,7
Coahuila de Zaragoza,Otras causas,Mujeres,2018,0
Coahuila de Zaragoza,Otras causas,No especificado,2018,0
Coahuila de Zaragoza,Otras causas,Hombres,2019,3
Coahuila de Zaragoza,Otras causas,Mujeres,2019,1
Coahuila de Zaragoza,Otras causas,No especificado,2019,0
Coahuila de Zaragoza,Otras causas,Hombres,2020,4
Coahuila de Zaragoza,Otras causas,Mujeres,2020,0
Coahuila de Zaragoza,Otras causas,No especificado,2020,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,42
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,2
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,46
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,6
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,37
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,4
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,34
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,5
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,32
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,4
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Colima,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,37
Colima,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,7
Colima,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Colima,Disparo de arma de fuego,Hombres,2015,7
Colima,Disparo de arma de fuego,Mujeres,2015,0
Colima,Disparo de arma de fuego,No especificado,2015,0
Colima,Disparo de arma de fuego,Hombres,2016,9
Colima,Disparo de arma de fuego,Mujeres,2016,0
Colima,Disparo de arma de fuego,No especificado,2016,0
Colima,Disparo de arma de fuego,Hombres,2017,1
Colima,Disparo de arma de fuego,Mujeres,2017,0
Colima,Disparo de arma de fuego,No especificado,2017,0
Colima,Disparo de arma de fuego,Hombres,2018,5
Colima,Disparo de arma de fuego,Mujeres,2018,0
Colima,Disparo de arma de fuego,No especificado,2018,0
Colima,Disparo de arma de fuego,Hombres,2019,1
Colima,Disparo de arma de fuego,Mujeres,2019,0
Colima,Disparo de arma de fuego,No especificado,2019,0
Colima,Disparo de arma de fuego,Hombres,2020,2
Colima,Disparo de arma de fuego,Mujeres,2020,3
Colima,Disparo de arma de fuego,No especificado,2020,0
Colima,Envenenamiento,Hombres,2015,1
Colima,Envenenamiento,Mujeres,2015,0
Colima,Envenenamiento,No especificado,2015,0
Colima,Envenenamiento,Hombres,2016,2
Colima,Envenenamiento,Mujeres,2016,2
Colima,Envenenamiento,No especificado,2016,0
Colima,Envenenamiento,Hombres,2017,3
Colima,Envenenamiento,Mujeres,2017,0
Colima,Envenenamiento,No especificado,2017,0
Colima,Envenenamiento,Hombres,2018,3
Colima,Envenenamiento,Mujeres,2018,2
Colima,Envenenamiento,No especificado,2018,0
Colima,Envenenamiento,Hombres,2019,0
Colima,Envenenamiento,Mujeres,2019,1
Colima,Envenenamiento,No especificado,2019,0
Colima,Envenenamiento,Hombres,2020,0
Colima,Envenenamiento,Mujeres,2020,0
Colima,Envenenamiento,No especificado,2020,0
Colima,Otras causas,Hombres,2015,2
Colima,Otras causas,Mujeres,2015,0
Colima,Otras causas,No especificado,2015,0
Colima,Otras causas,Hombres,2016,1
Colima,Otras causas,Mujeres,2016,0
Colima,Otras causas,No especificado,2016,0
Colima,Otras causas,Hombres,2017,1
Colima,Otras causas,Mujeres,2017,0
Colima,Otras causas,No especificado,2017,0
Colima,Otras causas,Hombres,2018,2
Colima,Otras causas,Mujeres,2018,0
Colima,Otras causas,No especificado,2018,0
Colima,Otras causas,Hombres,2019,1
Colima,Otras causas,Mujeres,2019,0
Colima,Otras causas,No especificado,2019,0
Colima,Otras causas,Hombres,2020,1
Colima,Otras causas,Mujeres,2020,0
Colima,Otras causas,No especificado,2020,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,72
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,16
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,72
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,18
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,82
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,16
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,72
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,15
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,87
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,20
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Durango,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,70
Durango,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,17
Durango,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Durango,Disparo de arma de fuego,Hombres,2015,14
Durango,Disparo de arma de fuego,Mujeres,2015,2
Durango,Disparo de arma de fuego,No especificado,2015,0
Durango,Disparo de arma de fuego,Hombres,2016,10
Durango,Disparo de arma de fuego,Mujeres,2016,1
Durango,Disparo de arma de fuego,No especificado,2016,0
Durango,Disparo de arma de fuego,Hombres,2017,13
Durango,Disparo de arma de fuego,Mujeres,2017,0
Durango,Disparo de arma de fuego,No especificado,2017,0
Durango,Disparo de arma de fuego,Hombres,2018,18
Durango,Disparo de arma de fuego,Mujeres,2018,0
Durango,Disparo de arma de fuego,No especificado,2018,0
Durango,Disparo de arma de fuego,Hombres,2019,10
Durango,Disparo de arma de fuego,Mujeres,2019,0
Durango,Disparo de arma de fuego,No especificado,2019,0
Durango,Disparo de arma de fuego,Hombres,2020,11
Durango,Disparo de arma de fuego,Mujeres,2020,0
Durango,Disparo de arma de fuego,No especificado,2020,0
Durango,Envenenamiento,Hombres,2015,5
Durango,Envenenamiento,Mujeres,2015,3
Durango,Envenenamiento,No especificado,2015,0
Durango,Envenenamiento,Hombres,2016,4
Durango,Envenenamiento,Mujeres,2016,7
Durango,Envenenamiento,No especificado,2016,0
Durango,Envenenamiento,Hombres,2017,6
Durango,Envenenamiento,Mujeres,2017,3
Durango,Envenenamiento,No especificado,2017,0
Durango,Envenenamiento,Hombres,2018,7
Durango,Envenenamiento,Mujeres,2018,5
Durango,Envenenamiento,No especificado,2018,0
Durango,Envenenamiento,Hombres,2019,3
Durango,Envenenamiento,Mujeres,2019,4
Durango,Envenenamiento,No especificado,2019,0
Durango,Envenenamiento,Hombres,2020,3
Durango,Envenenamiento,Mujeres,2020,10
Durango,Envenenamiento,No especificado,2020,0
Durango,Otras causas,Hombres,2015,4
Durango,Otras causas,Mujeres,2015,0
Durango,Otras causas,No especificado,2015,0
Durango,Otras causas,Hombres,2016,2
Durango,Otras causas,Mujeres,2016,0
Durango,Otras causas,No especificado,2016,0
Durango,Otras causas,Hombres,2017,2
Durango,Otras causas,Mujeres,2017,2
Durango,Otras causas,No especificado,2017,0
Durango,Otras causas,Hombres,2018,4
Durango,Otras causas,Mujeres,2018,1
Durango,Otras causas,No especificado,2018,0
Durango,Otras causas,Hombres,2019,3
Durango,Otras causas,Mujeres,2019,0
Durango,Otras causas,No especificado,2019,0
Durango,Otras causas,Hombres,2020,3
Durango,Otras causas,Mujeres,2020,1
Durango,Otras causas,No especificado,2020,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,50
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,4
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,2
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,195
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,28
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,1
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,109
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,13
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,3
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,107
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,17
Entidad no especificada,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,2
Entidad no especificada,Disparo de arma de fuego,Hombres,2015,0
Entidad no especificada,Disparo de arma de fuego,Mujeres,2015,0
Entidad no especificada,Disparo de arma de fuego,No especificado,2015,0
Entidad no especificada,Disparo de arma de fuego,Hombres,2016,0
Entidad no especificada,Disparo de arma de fuego,Mujeres,2016,0
Entidad no especificada,Disparo de arma de fuego,No especificado,2016,0
Entidad no especificada,Disparo de arma de fuego,Hombres,2017,1
Entidad no especificada,Disparo de arma de fuego,Mujeres,2017,0
Entidad no especificada,Disparo de arma de fuego,No especificado,2017,0
Entidad no especificada,Disparo de arma de fuego,Hombres,2018,17
Entidad no especificada,Disparo de arma de fuego,Mujeres,2018,1
Entidad no especificada,Disparo de arma de fuego,No especificado,2018,0
Entidad no especificada,Disparo de arma de fuego,Hombres,2019,9
Entidad no especificada,Disparo de arma de fuego,Mujeres,2019,0
Entidad no especificada,Disparo de arma de fuego,No especificado,2019,0
Entidad no especificada,Disparo de arma de fuego,Hombres,2020,7
Entidad no especificada,Disparo de arma de fuego,Mujeres,2020,0
Entidad no especificada,Disparo de arma de fuego,No especificado,2020,0
Entidad no especificada,Envenenamiento,Hombres,2015,0
Entidad no especificada,Envenenamiento,Mujeres,2015,0
Entidad no especificada,Envenenamiento,No especificado,2015,0
Entidad no especificada,Envenenamiento,Hombres,2016,0
Entidad no especificada,Envenenamiento,Mujeres,2016,0
Entidad no especificada,Envenenamiento,No especificado,2016,0
Entidad no especificada,Envenenamiento,Hombres,2017,5
Entidad no especificada,Envenenamiento,Mujeres,2017,0
Entidad no especificada,Envenenamiento,No especificado,2017,0
Entidad no especificada,Envenenamiento,Hombres,2018,24
Entidad no especificada,Envenenamiento,Mujeres,2018,7
Entidad no especificada,Envenenamiento,No especificado,2018,0
Entidad no especificada,Envenenamiento,Hombres,2019,6
Entidad no especificada,Envenenamiento,Mujeres,2019,3
Entidad no especificada,Envenenamiento,No especificado,2019,0
Entidad no especificada,Envenenamiento,Hombres,2020,6
Entidad no especificada,Envenenamiento,Mujeres,2020,1
Entidad no especificada,Envenenamiento,No especificado,2020,0
Entidad no especificada,Otras causas,Hombres,2015,0
Entidad no especificada,Otras causas,Mujeres,2015,0
Entidad no especificada,Otras causas,No especificado,2015,0
Entidad no especificada,Otras causas,Hombres,2016,0
Entidad no especificada,Otras causas,Mujeres,2016,0
Entidad no especificada,Otras causas,No especificado,2016,0
Entidad no especificada,Otras causas,Hombres,2017,15
Entidad no especificada,Otras causas,Mujeres,2017,0
Entidad no especificada,Otras causas,No especificado,2017,0
Entidad no especificada,Otras causas,Hombres,2018,44
Entidad no especificada,Otras causas,Mujeres,2018,9
Entidad no especificada,Otras causas,No especificado,2018,2
Entidad no especificada,Otras causas,Hombres,2019,27
Entidad no especificada,Otras causas,Mujeres,2019,7
Entidad no especificada,Otras causas,No especificado,2019,1
Entidad no especificada,Otras causas,Hombres,2020,11
Entidad no especificada,Otras causas,Mujeres,2020,3
Entidad no especificada,Otras causas,No especificado,2020,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,7
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,1
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,13
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,2
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,6
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,1
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,3
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,7
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,2
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,8
Extranjero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,2
Extranjero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Extranjero,Disparo de arma de fuego,Hombres,2015,1
Extranjero,Disparo de arma de fuego,Mujeres,2015,1
Extranjero,Disparo de arma de fuego,No especificado,2015,0
Extranjero,Disparo de arma de fuego,Hombres,2016,1
Extranjero,Disparo de arma de fuego,Mujeres,2016,1
Extranjero,Disparo de arma de fuego,No especificado,2016,0
Extranjero,Disparo de arma de fuego,Hombres,2017,2
Extranjero,Disparo de arma de fuego,Mujeres,2017,0
Extranjero,Disparo de arma de fuego,No especificado,2017,0
Extranjero,Disparo de arma de fuego,Hombres,2018,2
Extranjero,Disparo de arma de fuego,Mujeres,2018,0
Extranjero,Disparo de arma de fuego,No especificado,2018,0
Extranjero,Disparo de arma de fuego,Hombres,2019,1
Extranjero,Disparo de arma de fuego,Mujeres,2019,0
Extranjero,Disparo de arma de fuego,No especificado,2019,0
Extranjero,Disparo de arma de fuego,Hombres,2020,2
Extranjero,Disparo de arma de fuego,Mujeres,2020,0
Extranjero,Disparo de arma de fuego,No especificado,2020,0
Extranjero,Envenenamiento,Hombres,2015,1
Extranjero,Envenenamiento,Mujeres,2015,0
Extranjero,Envenenamiento,No especificado,2015,0
Extranjero,Envenenamiento,Hombres,2016,1
Extranjero,Envenenamiento,Mujeres,2016,1
Extranjero,Envenenamiento,No especificado,2016,0
Extranjero,Envenenamiento,Hombres,2017,2
Extranjero,Envenenamiento,Mujeres,2017,0
Extranjero,Envenenamiento,No especificado,2017,0
Extranjero,Envenenamiento,Hombres,2018,2
Extranjero,Envenenamiento,Mujeres,2018,1
Extranjero,Envenenamiento,No especificado,2018,0
Extranjero,Envenenamiento,Hombres,2019,0
Extranjero,Envenenamiento,Mujeres,2019,1
Extranjero,Envenenamiento,No especificado,2019,0
Extranjero,Envenenamiento,Hombres,2020,0
Extranjero,Envenenamiento,Mujeres,2020,0
Extranjero,Envenenamiento,No especificado,2020,0
Extranjero,Otras causas,Hombres,2015,4
Extranjero,Otras causas,Mujeres,2015,0
Extranjero,Otras causas,No especificado,2015,0
Extranjero,Otras causas,Hombres,2016,3
Extranjero,Otras causas,Mujeres,2016,0
Extranjero,Otras causas,No especificado,2016,0
Extranjero,Otras causas,Hombres,2017,2
Extranjero,Otras causas,Mujeres,2017,0
Extranjero,Otras causas,No especificado,2017,0
Extranjero,Otras causas,Hombres,2018,1
Extranjero,Otras causas,Mujeres,2018,1
Extranjero,Otras causas,No especificado,2018,0
Extranjero,Otras causas,Hombres,2019,2
Extranjero,Otras causas,Mujeres,2019,0
Extranjero,Otras causas,No especificado,2019,0
Extranjero,Otras causas,Hombres,2020,1
Extranjero,Otras causas,Mujeres,2020,0
Extranjero,Otras causas,No especificado,2020,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,325
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,55
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,343
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,46
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,345
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,64
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,354
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,66
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,361
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2019,59
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2019,0
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Hombres,2020,369
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2020,73
Guanajuato,Ahorcamiento estrangulamiento o sofocación ,No especificado,2020,0
Guanajuato,Disparo de arma de fuego,Hombres,2015,40
Guanajuato,Disparo de arma de fuego,Mujeres,2015,1
Guanajuato,Disparo de arma de fuego,No especificado,2015,0
Guanajuato,Disparo de arma de fuego,Hombres,2016,45
Guanajuato,Disparo de arma de fuego,Mujeres,2016,3
Guanajuato,Disparo de arma de fuego,No especificado,2016,0
Guanajuato,Disparo de arma de fuego,Hombres,2017,37
Guanajuato,Disparo de arma de fuego,Mujeres,2017,4
Guanajuato,Disparo de arma de fuego,No especificado,2017,0
Guanajuato,Disparo de arma de fuego,Hombres,2018,37
Guanajuato,Disparo de arma de fuego,Mujeres,2018,4
Guanajuato,Disparo de arma de fuego,No especificado,2018,0
Guanajuato,Disparo de arma de fuego,Hombres,2019,25
Guanajuato,Disparo de arma de fuego,Mujeres,2019,7
Guanajuato,Disparo de arma de fuego,No especificado,2019,0
Guanajuato,Disparo de arma de fuego,Hombres,2020,25
Guanajuato,Disparo de arma de fuego,Mujeres,2020,2
Guanajuato,Disparo de arma de fuego,No especificado,2020,0
Guanajuato,Envenenamiento,Hombres,2015,12
Guanajuato,Envenenamiento,Mujeres,2015,20
Guanajuato,Envenenamiento,No especificado,2015,0
Guanajuato,Envenenamiento,Hombres,2016,7
Guanajuato,Envenenamiento,Mujeres,2016,8
Guanajuato,Envenenamiento,No especificado,2016,0
Guanajuato,Envenenamiento,Hombres,2017,19
Guanajuato,Envenenamiento,Mujeres,2017,14
Guanajuato,Envenenamiento,No especificado,2017,0
Guanajuato,Envenenamiento,Hombres,2018,13
Guanajuato,Envenenamiento,Mujeres,2018,19
Guanajuato,Envenenamiento,No especificado,2018,0
Guanajuato,Envenenamiento,Hombres,2019,9
Guanajuato,Envenenamiento,Mujeres,2019,18
Guanajuato,Envenenamiento,No especificado,2019,0
Guanajuato,Envenenamiento,Hombres,2020,10
Guanajuato,Envenenamiento,Mujeres,2020,9
Guanajuato,Envenenamiento,No especificado,2020,0
Guanajuato,Otras causas,Hombres,2015,7
Guanajuato,Otras causas,Mujeres,2015,6
Guanajuato,Otras causas,No especificado,2015,0
Guanajuato,Otras causas,Hombres,2016,6
Guanajuato,Otras causas,Mujeres,2016,1
Guanajuato,Otras causas,No especificado,2016,0
Guanajuato,Otras causas,Hombres,2017,10
Guanajuato,Otras causas,Mujeres,2017,1
Guanajuato,Otras causas,No especificado,2017,0
Guanajuato,Otras causas,Hombres,2018,6
Guanajuato,Otras causas,Mujeres,2018,5
Guanajuato,Otras causas,No especificado,2018,0
Guanajuato,Otras causas,Hombres,2019,12
Guanajuato,Otras causas,Mujeres,2019,2
Guanajuato,Otras causas,No especificado,2019,0
Guanajuato,Otras causas,Hombres,2020,11
Guanajuato,Otras causas,Mujeres,2020,2
Guanajuato,Otras causas,No especificado,2020,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2015,34
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2015,4
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2015,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2016,33
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2016,9
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2016,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2017,29
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2017,7
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2017,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2018,21
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Mujeres,2018,4
Guerrero,Ahorcamiento estrangulamiento o sofocación ,No especificado,2018,0
Guerrero,Ahorcamiento estrangulamiento o sofocación ,Hombres,2019,30
